Bairro,População,Criticidade,Impacto (m2),Custo (R$ mil)
Bairro 763,11038,3,2602,122
Bairro 764,6887,1,1697,69
Bairro 765,36546,1,1580,40
Bairro 766,35387,10,1759,48
Bairro 767,21177,5,1113,132
Bairro 768,33093,1,1477,148
Bairro 769,29729,4,2717,138
Bairro 770,38962,7,841,26
Bairro 771,15630,7,1288,93
Bairro 772,56929,6,1464,136
Bairro 773,9481,2,2355,147
Bairro 774,45873,8,730,82
Bairro 775,38914,5,2491,60
Bairro 776,8994,5,2514,134
Bairro 777,46612,7,1011,87
Bairro 778,25084,8,1307,106
Bairro 779,44772,2,1368,79
Bairro 780,32516,5,1266,97
Bairro 781,7380,1,1630,95
Bairro 782,39687,9,795,142
Bairro 783,31562,3,894,87
Bairro 784,10622,3,1875,44
Bairro 785,34370,7,632,99
Bairro 786,47356,1,1645,113
Bairro 787,23367,4,2148,86
Bairro 788,30378,10,2137,30
Bairro 789,40738,4,1714,59
Bairro 790,22246,6,1865,123
Bairro 791,35574,3,1826,146
Bairro 792,18174,4,2654,120
Bairro 793,17343,8,601,22
Bairro 794,31428,6,626,87
Bairro 795,11628,1,1486,25
Bairro 796,8695,1,1516,66
Bairro 797,25688,8,1274,101
Bairro 798,14953,8,957,148
Bairro 799,40020,10,1893,33
Bairro 800,17331,8,1229,138
Bairro 801,19425,6,2792,58
Bairro 802,8546,6,785,88
Bairro 803,32499,8,2467,130
Bairro 804,41406,4,2953,137
Bairro 805,19420,2,2788,79
Bairro 806,42798,2,2699,71
Bairro 807,21553,8,1791,66
Bairro 808,15413,10,1649,30
Bairro 809,13747,1,2481,105
Bairro 810,29184,10,945,24
Bairro 811,41143,2,691,97
Bairro 812,4451,1,1864,51
Bairro 813,46734,2,2906,36
Bairro 814,25382,6,1262,56
Bairro 815,5707,10,1349,74
Bairro 816,54245,3,2484,124
Bairro 817,9908,7,657,146
Bairro 818,21197,10,1260,108
Bairro 819,58065,2,1226,89
Bairro 820,55433,10,1800,135
Bairro 821,45150,9,1589,138
Bairro 822,16312,9,1844,115
Bairro 823,38525,4,974,90
Bairro 824,8037,8,2090,32
Bairro 825,13907,3,545,131
Bairro 826,20882,4,1157,92
Bairro 827,31818,3,2970,53
Bairro 828,32836,8,576,106
Bairro 829,20132,4,1969,59
Bairro 830,43753,7,2958,57
Bairro 831,22200,1,2289,57
Bairro 832,14714,9,735,44
Bairro 833,53817,9,1402,55
Bairro 834,16388,6,2118,34
Bairro 835,31572,2,1826,20
Bairro 836,8630,2,1114,77
Bairro 837,30986,1,822,62
Bairro 838,18916,5,1916,119
Bairro 839,55152,5,1256,98
Bairro 840,28022,9,1095,78
Bairro 841,55553,2,2966,31
Bairro 842,32562,2,1168,58
Bairro 843,39609,1,2008,60
Bairro 844,20740,8,1037,87
Bairro 845,16082,6,841,76
Bairro 846,15267,3,2174,106
Bairro 847,47061,5,824,107
Bairro 848,25822,8,905,146
Bairro 849,35262,7,2499,115
Bairro 850,21853,2,1830,100
Bairro 851,7898,4,2706,65
Bairro 852,19376,9,2906,147
Bairro 853,7015,4,1826,39
Bairro 854,7691,8,2876,116
Bairro 855,44445,4,2673,52
Bairro 856,37914,10,2588,110
Bairro 857,12533,7,2426,113
Bairro 858,16257,4,2931,80
Bairro 859,52227,6,594,75
Bairro 860,55291,3,1068,119
Bairro 861,33809,9,2222,109
Bairro 862,22977,6,1766,63
Bairro 863,45092,8,1933,123
Bairro 864,43514,10,1327,97
Bairro 865,52491,7,1734,21
Bairro 866,12443,9,2231,100
Bairro 867,5963,7,2679,57
Bairro 868,23233,9,528,137
Bairro 869,13686,8,1098,140
Bairro 870,4668,6,2610,42
Bairro 871,41030,9,2415,138
Bairro 872,6903,8,1270,125
Bairro 873,46621,1,582,30
Bairro 874,28968,6,1681,21
Bairro 875,42919,1,1722,125
Bairro 876,49181,3,739,92
Bairro 877,23392,2,2230,133
Bairro 878,26739,5,1788,48
Bairro 879,14117,7,1712,52
Bairro 880,37532,6,790,34
Bairro 881,45250,10,1758,29
Bairro 882,35783,2,1512,98
Bairro 883,48343,8,840,40
Bairro 884,28896,2,1265,53
Bairro 885,46449,5,2489,133
Bairro 886,19016,8,1184,78
Bairro 887,23640,4,526,113
Bairro 888,56314,10,645,104
Bairro 889,56984,10,1055,24
Bairro 890,35019,1,2578,95
Bairro 891,31464,7,2990,67
Bairro 892,5354,1,1889,148
Bairro 893,39995,3,1947,103
Bairro 894,12822,1,2958,120
Bairro 895,55498,2,781,86
Bairro 896,15584,4,647,37
Bairro 897,52786,5,1681,112
Bairro 898,35875,6,752,109
Bairro 899,24102,4,2836,130
Bairro 900,58693,2,1190,88
Bairro 901,43136,1,2288,127
Bairro 902,34434,1,2314,22
Bairro 903,47603,10,1152,48
Bairro 904,51599,6,2370,83
Bairro 905,42567,8,1449,131
Bairro 906,39138,2,2834,122
Bairro 907,10169,8,670,116
Bairro 908,13274,9,2420,107
Bairro 909,54874,5,2564,94
Bairro 910,41374,5,2109,132
Bairro 911,49898,7,2537,95
Bairro 912,48499,4,1429,24
Bairro 913,58360,2,1890,70
Bairro 914,57936,3,1744,62
Bairro 915,34888,3,1339,104
Bairro 916,48541,8,2865,107
Bairro 917,49552,7,1781,82
Bairro 918,12260,1,935,38
Bairro 919,35276,3,2147,75
Bairro 920,51786,8,973,125
Bairro 921,35313,5,1015,99
Bairro 922,55012,4,1945,84
Bairro 923,28310,10,1990,122
Bairro 924,45260,1,1232,135
Bairro 925,34486,5,2974,56
Bairro 926,55253,7,512,142
Bairro 927,27488,4,1649,110
Bairro 928,55839,10,2582,118
Bairro 929,57301,1,2753,99
Bairro 930,45096,2,2575,58
Bairro 931,13500,9,1947,121
Bairro 932,15791,4,1341,29
Bairro 933,15724,7,1372,133
Bairro 934,22963,3,2382,131
Bairro 935,34231,7,2803,107
Bairro 936,58296,10,2205,80
Bairro 937,37739,7,2712,26
Bairro 938,47167,7,2792,67
Bairro 939,43920,6,2581,40
Bairro 940,43208,9,1479,136
Bairro 941,59324,8,2608,128
Bairro 942,18119,6,1226,132
Bairro 943,26734,6,2581,90
Bairro 944,17170,10,2202,82
Bairro 945,54747,1,2475,61
Bairro 946,32261,9,917,85
Bairro 947,4095,3,2141,106
Bairro 948,33554,10,1579,117
Bairro 949,20247,1,963,73
Bairro 950,38095,1,1632,127
Bairro 951,23485,2,672,82
Bairro 952,37466,7,529,103
Bairro 953,9689,10,1312,101
Bairro 954,27816,4,1459,85
Bairro 955,48354,3,2067,112
Bairro 956,9735,2,1374,59
Bairro 957,32182,2,2843,135
Bairro 958,51201,3,681,40
Bairro 959,4115,6,1368,60
Bairro 960,12346,9,2715,48
Bairro 961,34365,1,2646,75
Bairro 962,11108,4,1769,121
Bairro 963,58826,10,2223,30
Bairro 964,13646,4,2491,96
Bairro 965,35731,4,2978,145
Bairro 966,40754,5,1826,73
Bairro 967,57849,9,1824,112
Bairro 968,55020,5,537,136
Bairro 969,57205,10,1174,105
Bairro 970,49111,6,2558,42
Bairro 971,38244,8,1776,23
Bairro 972,19025,8,656,140
Bairro 973,17723,7,1411,145
Bairro 974,54310,9,2949,122
Bairro 975,52378,4,2014,87
Bairro 976,9532,10,859,31
Bairro 977,7574,4,2863,131
Bairro 978,30307,5,1269,77
Bairro 979,38265,8,1949,82
Bairro 980,26323,8,2263,134
Bairro 981,23441,7,1143,39
Bairro 982,54154,4,1494,91
Bairro 983,48375,2,1118,101
Bairro 984,37219,3,1911,94
Bairro 985,42983,1,2346,22
Bairro 986,22788,4,1205,93
Bairro 987,38152,4,693,73
Bairro 988,30107,9,2773,41
Bairro 989,43463,10,2736,126
Bairro 990,13436,2,2491,136
Bairro 991,56510,7,1242,125
Bairro 992,20039,1,1117,115
Bairro 993,7564,10,2706,127
Bairro 994,31664,7,1055,70
Bairro 995,12557,8,611,87
Bairro 996,43243,3,503,128
Bairro 997,9367,6,2052,47
Bairro 998,24876,10,968,121
Bairro 999,57236,9,1988,26
Bairro 1000,25946,7,2996,122
Bairro 1001,15182,2,1695,124
Bairro 1002,8709,1,864,111
Bairro 1003,47793,8,940,29
Bairro 1004,26978,9,1661,47
Bairro 1005,44856,7,2777,56
Bairro 1006,8562,1,1505,36
Bairro 1007,37264,4,1126,36
Bairro 1008,39679,7,1929,144
Bairro 1009,9302,8,718,29
Bairro 1010,11708,8,983,79
Bairro 1011,52257,9,2680,40
Bairro 1012,5032,6,1896,147
Bairro 1013,57107,4,1002,67
Bairro 1014,43734,7,2849,110
Bairro 1015,34226,10,2085,136
Bairro 1016,47048,2,2564,143
Bairro 1017,44617,6,1235,63
Bairro 1018,55584,6,629,149
Bairro 1019,7388,2,656,133
Bairro 1020,14613,8,2787,90
Bairro 1021,16766,4,512,95
Bairro 1022,43077,10,2865,106
Bairro 1023,14002,7,2480,31
Bairro 1024,32114,10,706,71
Bairro 1025,10603,5,1018,111
Bairro 1026,55500,7,2295,122
Bairro 1027,34307,2,592,110
Bairro 1028,52081,8,1748,144
Bairro 1029,59138,6,1939,29
Bairro 1030,36351,10,906,23
Bairro 1031,33837,3,1186,73
Bairro 1032,43384,7,2830,65
Bairro 1033,22840,3,1800,93
Bairro 1034,21195,1,509,45
Bairro 1035,11947,8,2250,93
Bairro 1036,31182,2,1764,129
Bairro 1037,50064,3,1615,58
Bairro 1038,32193,2,2458,25
Bairro 1039,21965,7,527,34
Bairro 1040,47419,8,2478,141
Bairro 1041,28803,10,1042,89
Bairro 1042,28648,3,1165,134
Bairro 1043,58285,7,2477,91
Bairro 1044,39981,7,1693,130
Bairro 1045,15035,8,1161,119
Bairro 1046,20115,5,1993,121
Bairro 1047,35892,5,1676,99
Bairro 1048,56334,7,2958,112
Bairro 1049,17028,10,1431,71
Bairro 1050,6192,9,1859,79
Bairro 1051,6897,7,665,127
Bairro 1052,50129,2,591,130
Bairro 1053,28618,3,2964,120
Bairro 1054,14285,7,724,21
Bairro 1055,13512,5,1312,74
Bairro 1056,13818,4,1844,146
Bairro 1057,59251,10,768,53
Bairro 1058,40153,8,723,126
Bairro 1059,29854,5,2212,55
Bairro 1060,32187,4,1574,80
Bairro 1061,44966,3,1456,127
Bairro 1062,34988,6,1955,116
Bairro 1063,56114,8,1642,80
Bairro 1064,47574,6,1720,130
Bairro 1065,44939,3,2620,52
Bairro 1066,36727,1,1727,134
Bairro 1067,43108,3,1765,26
Bairro 1068,42417,6,502,23
Bairro 1069,9177,9,515,73
Bairro 1070,59335,6,2714,33
Bairro 1071,34821,6,2980,132
Bairro 1072,51677,2,1796,141
Bairro 1073,18447,8,666,73
Bairro 1074,14903,4,1265,116
Bairro 1075,33587,2,1546,60
Bairro 1076,42188,2,878,60
Bairro 1077,56534,6,1577,100
Bairro 1078,7065,4,951,124
Bairro 1079,31810,8,1872,84
Bairro 1080,42639,4,2474,105
Bairro 1081,17409,4,662,126
Bairro 1082,31504,6,2156,138
Bairro 1083,10810,3,1245,34
Bairro 1084,17599,9,503,73
Bairro 1085,17745,7,1073,110
Bairro 1086,51611,6,665,79
Bairro 1087,13511,3,1416,124
Bairro 1088,32385,4,1946,86
Bairro 1089,44789,10,2612,82
Bairro 1090,18030,8,541,107
Bairro 1091,19360,3,718,73
Bairro 1092,41370,4,1438,83
Bairro 1093,58402,3,2469,31
Bairro 1094,57430,6,2367,125
Bairro 1095,12968,3,595,61
Bairro 1096,53786,5,2113,79
Bairro 1097,50523,8,1005,78
Bairro 1098,42167,9,1409,21
Bairro 1099,31185,3,2012,51
Bairro 1100,33187,7,1515,92
Bairro 1101,38022,9,2624,66
Bairro 1102,49391,3,2061,51
Bairro 1103,52821,10,2651,98
Bairro 1104,8624,4,2049,22
Bairro 1105,54099,8,2585,145
Bairro 1106,33041,3,2338,87
Bairro 1107,46802,8,2272,23
Bairro 1108,27235,7,1190,124
Bairro 1109,32981,9,1678,69
Bairro 1110,16586,4,1087,100
Bairro 1111,16845,10,1148,45
Bairro 1112,24037,4,1567,137
Bairro 1113,48852,9,882,117
Bairro 1114,46524,2,1374,30
Bairro 1115,33835,5,2600,106
Bairro 1116,23879,3,2000,38
Bairro 1117,58141,3,1634,142
Bairro 1118,8448,7,957,48
Bairro 1119,57065,7,621,28
Bairro 1120,54326,1,2735,81
Bairro 1121,27140,1,2843,85
Bairro 1122,50689,1,2572,39
Bairro 1123,31327,3,2761,100
Bairro 1124,43585,5,1529,148
Bairro 1125,17424,8,1999,41
Bairro 1126,57223,7,2124,129
Bairro 1127,14423,8,1252,29
Bairro 1128,26963,6,1037,101
Bairro 1129,19842,6,864,21
Bairro 1130,25073,10,596,24
Bairro 1131,21347,6,2437,111
Bairro 1132,30255,2,1496,143
Bairro 1133,45408,7,2613,87
Bairro 1134,54564,7,880,145
Bairro 1135,12730,2,2727,104
Bairro 1136,44324,1,1253,114
Bairro 1137,35243,8,1360,41
Bairro 1138,45899,4,2100,82
Bairro 1139,13631,3,2015,135
Bairro 1140,39696,9,533,122
Bairro 1141,39970,1,1835,127
Bairro 1142,49852,1,2153,95
Bairro 1143,44018,8,1061,104
Bairro 1144,16085,6,2162,47
Bairro 1145,47658,2,2674,57
Bairro 1146,7337,1,878,114
Bairro 1147,38642,6,995,117
Bairro 1148,24284,9,1245,119
Bairro 1149,29119,10,548,106
Bairro 1150,11351,5,1125,55
Bairro 1151,21393,7,1235,80
Bairro 1152,15561,7,2177,142
Bairro 1153,8465,8,2661,45
Bairro 1154,17346,5,1590,126
Bairro 1155,36027,5,876,138
Bairro 1156,45306,6,2369,107
Bairro 1157,9100,10,1740,137
Bairro 1158,19027,7,1414,95
Bairro 1159,40957,3,1658,95
Bairro 1160,11691,7,1771,101
Bairro 1161,15376,9,2332,84
Bairro 1162,7571,1,1499,56
Bairro 1163,35534,5,2654,53
Bairro 1164,52555,2,2206,33
Bairro 1165,36615,9,1140,129
Bairro 1166,29173,7,1417,25
Bairro 1167,13730,10,2487,114
Bairro 1168,52736,4,1098,35
Bairro 1169,37517,5,2374,109
Bairro 1170,46961,4,2076,81
Bairro 1171,8762,7,2411,83
Bairro 1172,54879,2,2132,104
Bairro 1173,51049,6,813,83
Bairro 1174,32959,10,2218,121
Bairro 1175,47432,2,1495,59
Bairro 1176,33611,3,2084,94
Bairro 1177,50905,4,2135,41
Bairro 1178,16198,8,2349,40
Bairro 1179,42606,1,1742,51
Bairro 1180,38999,10,1751,147
Bairro 1181,16921,5,1555,66
Bairro 1182,45576,9,2363,64
Bairro 1183,4757,8,2510,21
Bairro 1184,53842,10,1824,22
Bairro 1185,37073,5,1918,61
Bairro 1186,47052,2,863,76
Bairro 1187,41600,2,860,115
Bairro 1188,53115,7,1247,61
Bairro 1189,47804,6,1124,69
Bairro 1190,9105,3,1884,61
Bairro 1191,21935,1,1624,35
Bairro 1192,11803,10,1691,135
Bairro 1193,15888,3,2847,121
Bairro 1194,25955,4,905,96
Bairro 1195,43250,10,2210,137
Bairro 1196,53650,1,2387,69
Bairro 1197,8756,6,2762,25
Bairro 1198,57858,10,2497,125
Bairro 1199,36545,9,1959,79
Bairro 1200,46356,2,688,90
Bairro 1201,4550,9,1260,58
Bairro 1202,17218,9,1194,36
Bairro 1203,33174,7,2481,83
Bairro 1204,50295,8,660,104
Bairro 1205,34343,9,1910,41
Bairro 1206,48302,1,522,22
Bairro 1207,21790,9,2580,134
Bairro 1208,46208,10,721,128
Bairro 1209,27062,9,2666,48
Bairro 1210,11356,5,2847,39
Bairro 1211,56196,7,1585,34
Bairro 1212,43267,2,1118,102
Bairro 1213,32186,9,898,95
Bairro 1214,39316,3,2688,98
Bairro 1215,42588,5,2291,142
Bairro 1216,49714,7,2820,39
Bairro 1217,38145,9,2103,127
Bairro 1218,44093,9,694,114
Bairro 1219,45197,1,568,114
Bairro 1220,46809,10,1933,73
Bairro 1221,23059,4,1556,30
Bairro 1222,51731,6,2732,141
Bairro 1223,24189,1,687,75
Bairro 1224,38041,1,2522,92
Bairro 1225,45920,8,1047,49
Bairro 1226,58520,1,1524,76
Bairro 1227,24807,5,2670,45
Bairro 1228,41571,1,1651,130
Bairro 1229,23123,3,688,87
Bairro 1230,6301,2,1685,49
Bairro 1231,26638,10,827,26
Bairro 1232,13511,5,1365,66
Bairro 1233,35296,6,2433,87
Bairro 1234,8049,1,1721,112
Bairro 1235,25126,5,2407,66
Bairro 1236,35465,3,1658,53
Bairro 1237,10314,7,805,25
Bairro 1238,9949,1,2724,143
Bairro 1239,28816,10,1976,73
Bairro 1240,40803,10,2129,49
Bairro 1241,33826,8,1346,131
Bairro 1242,46263,4,1369,27
Bairro 1243,45384,4,2034,109
Bairro 1244,5325,2,2223,46
Bairro 1245,17664,3,2633,91
Bairro 1246,28362,10,1990,44
Bairro 1247,39904,6,1806,86
Bairro 1248,46094,7,1390,135
Bairro 1249,48700,2,1282,80
Bairro 1250,12605,10,679,58
Bairro 1251,8970,7,1467,48
Bairro 1252,21532,2,2496,130
Bairro 1253,47813,5,1545,107
Bairro 1254,14889,6,734,84
Bairro 1255,45788,1,2609,148
Bairro 1256,44224,4,1147,145
Bairro 1257,12700,7,1816,69
Bairro 1258,21088,10,791,114
Bairro 1259,22996,3,821,47
Bairro 1260,35295,7,1483,38
Bairro 1261,15094,2,541,128
Bairro 1262,15688,4,1779,40
Bairro 1263,36809,7,885,140
Bairro 1264,28007,7,2625,145
Bairro 1265,11469,4,1613,144
Bairro 1266,36399,5,2693,141
Bairro 1267,14780,8,1307,83
Bairro 1268,13184,9,2186,57
Bairro 1269,32385,7,2718,80
Bairro 1270,25315,6,1986,109
Bairro 1271,37790,5,2849,104
Bairro 1272,42211,8,1070,115
Bairro 1273,55552,5,900,42
Bairro 1274,43007,9,607,51
Bairro 1275,54566,7,2498,112
Bairro 1276,42268,3,1448,101
Bairro 1277,24971,5,550,56
Bairro 1278,46858,10,2628,54
Bairro 1279,16274,2,2667,42
Bairro 1280,6535,7,2558,127
Bairro 1281,49265,10,1671,65
Bairro 1282,13072,6,2682,79
Bairro 1283,7858,6,549,116
Bairro 1284,9608,3,1547,37
Bairro 1285,15902,8,2597,129
Bairro 1286,32700,2,908,58
Bairro 1287,26654,4,1196,91
Bairro 1288,18945,2,1446,97
Bairro 1289,26559,7,1493,47
Bairro 1290,26300,2,1087,27
Bairro 1291,52319,1,989,125
Bairro 1292,31131,8,2835,146
Bairro 1293,36983,10,1759,139
Bairro 1294,34264,5,848,111
Bairro 1295,40404,4,2791,51
Bairro 1296,48485,10,1449,38
Bairro 1297,7841,9,1675,126
Bairro 1298,26306,5,1704,71
Bairro 1299,11747,2,2699,123
Bairro 1300,55279,2,1444,68
Bairro 1301,59187,7,1871,68
Bairro 1302,4617,1,2657,80
Bairro 1303,56551,2,2936,26
Bairro 1304,55082,6,1309,59
Bairro 1305,19197,6,752,127
Bairro 1306,9593,5,1869,112
Bairro 1307,9153,5,1393,100
Bairro 1308,49783,6,2164,61
Bairro 1309,47404,3,828,54
Bairro 1310,12505,2,693,129
Bairro 1311,54436,8,2997,86
Bairro 1312,7554,2,2353,85
Bairro 1313,43509,5,2651,31
Bairro 1314,10797,2,503,104
Bairro 1315,45331,8,2209,34
Bairro 1316,6942,4,2580,52
Bairro 1317,18944,2,2036,123
Bairro 1318,48249,3,2277,82
Bairro 1319,46666,7,1747,119
Bairro 1320,45475,9,2904,111
Bairro 1321,9773,9,556,145
Bairro 1322,45404,6,2511,23
Bairro 1323,43163,7,2779,57
Bairro 1324,19696,10,2296,95
Bairro 1325,16473,7,769,137
Bairro 1326,41228,1,565,45
Bairro 1327,35423,10,1224,109
Bairro 1328,5898,10,1821,122
Bairro 1329,56473,8,2625,119
Bairro 1330,53814,4,2658,139
Bairro 1331,6758,1,2612,52
Bairro 1332,27871,9,2265,146
Bairro 1333,37842,7,2051,45
Bairro 1334,36569,6,1463,117
Bairro 1335,44470,3,613,57
Bairro 1336,45250,1,1437,25
Bairro 1337,25409,5,2542,25
Bairro 1338,52577,9,581,43
Bairro 1339,57169,8,542,119
Bairro 1340,4158,4,1258,33
Bairro 1341,33896,1,1320,119
Bairro 1342,40814,5,1436,118
Bairro 1343,43541,1,2450,124
Bairro 1344,8230,8,839,57
Bairro 1345,23581,4,1639,57
Bairro 1346,34569,9,2092,130
Bairro 1347,33348,9,1281,76
Bairro 1348,27176,6,654,63
Bairro 1349,33935,1,2043,114
Bairro 1350,50337,10,1170,131
Bairro 1351,56758,5,1513,77
Bairro 1352,13946,10,1488,91
Bairro 1353,15493,8,686,89
Bairro 1354,41913,1,2976,96
Bairro 1355,37019,2,1912,84
Bairro 1356,49539,3,867,133
Bairro 1357,37921,7,2965,108
Bairro 1358,16997,8,1728,109
Bairro 1359,46943,3,2534,135
Bairro 1360,50434,3,2832,90
Bairro 1361,39148,2,1714,38
Bairro 1362,46437,1,2408,48
Bairro 1363,48194,2,1406,24
Bairro 1364,10085,2,660,22
Bairro 1365,29670,6,2030,28
Bairro 1366,52845,6,2808,138
Bairro 1367,39693,2,1666,108
Bairro 1368,27095,2,1559,113
Bairro 1369,33694,6,2445,111
Bairro 1370,9018,9,2501,124
Bairro 1371,53641,3,626,26
Bairro 1372,47060,7,2525,108
Bairro 1373,21579,3,963,69
Bairro 1374,36392,7,799,72
Bairro 1375,11666,1,1954,122
Bairro 1376,18314,6,2393,20
Bairro 1377,29195,9,1895,40
Bairro 1378,52999,2,2832,20
Bairro 1379,5629,10,1133,39
Bairro 1380,7044,2,695,98
Bairro 1381,52361,7,2295,113
Bairro 1382,48182,3,2822,128
Bairro 1383,38369,3,725,74
Bairro 1384,35758,8,2973,25
Bairro 1385,45771,4,1989,30
Bairro 1386,31929,8,2203,28
Bairro 1387,6686,6,1360,73
Bairro 1388,37150,7,2367,34
Bairro 1389,58778,1,2830,20
Bairro 1390,19938,10,2973,27
Bairro 1391,25959,1,2891,139
Bairro 1392,18854,7,1926,132
Bairro 1393,47357,4,867,62
Bairro 1394,15147,5,1754,142
Bairro 1395,34694,3,1816,127
Bairro 1396,54843,4,501,126
Bairro 1397,34066,1,807,67
Bairro 1398,12843,10,1559,67
Bairro 1399,53500,10,1861,115
Bairro 1400,54201,3,1156,61
Bairro 1401,23240,7,2465,107
Bairro 1402,6533,6,1109,116
Bairro 1403,54209,7,2793,80
Bairro 1404,28389,5,2026,129
Bairro 1405,44489,4,2098,77
Bairro 1406,41556,10,2654,100
Bairro 1407,20212,4,1802,58
Bairro 1408,28468,7,602,41
Bairro 1409,43048,4,2791,134
Bairro 1410,25807,7,788,32
Bairro 1411,34181,2,2809,57
Bairro 1412,44078,6,2594,131
Bairro 1413,25706,1,2249,28
Bairro 1414,44600,9,2255,31
Bairro 1415,58703,10,1361,102
Bairro 1416,27555,5,1733,128
Bairro 1417,21699,3,1077,75
Bairro 1418,35911,2,2099,111
Bairro 1419,54957,5,960,138
Bairro 1420,24364,8,2969,147
Bairro 1421,26714,6,2970,75
Bairro 1422,6478,8,2709,106
Bairro 1423,49734,4,2571,132
Bairro 1424,20508,9,2797,85
Bairro 1425,31604,7,611,60
Bairro 1426,27167,6,2009,148
Bairro 1427,52139,2,1367,149
Bairro 1428,35001,10,2968,78
Bairro 1429,28294,8,2608,78
Bairro 1430,50773,6,2193,51
Bairro 1431,49395,2,2767,69
Bairro 1432,40798,4,1941,117
Bairro 1433,41141,1,1305,73
Bairro 1434,59095,5,2583,128
Bairro 1435,40473,8,1669,49
Bairro 1436,18980,3,2673,90
Bairro 1437,38966,7,2853,80
Bairro 1438,33898,7,564,148
Bairro 1439,39082,6,902,58
Bairro 1440,40856,10,2924,115
Bairro 1441,49692,3,2225,64
Bairro 1442,6004,9,1369,32
Bairro 1443,37247,10,663,29
Bairro 1444,24607,1,2933,137
Bairro 1445,26837,6,2664,67
Bairro 1446,28072,6,2015,90
Bairro 1447,43308,4,2197,45
Bairro 1448,28999,3,536,81
Bairro 1449,42878,5,1552,63
Bairro 1450,54344,8,594,142
Bairro 1451,11812,9,2843,105
Bairro 1452,46202,1,1945,76
Bairro 1453,48041,4,2181,38
Bairro 1454,9654,3,1345,47
Bairro 1455,11337,3,1272,51
Bairro 1456,45925,10,2812,33
Bairro 1457,34686,5,1806,45
Bairro 1458,11558,6,1885,43
Bairro 1459,55712,1,859,86
Bairro 1460,44113,9,1244,110
Bairro 1461,49761,7,2302,58
Bairro 1462,6647,5,1098,149
Bairro 1463,8376,4,2742,123
Bairro 1464,22353,4,2046,126
Bairro 1465,8634,6,2172,77
Bairro 1466,44437,7,2526,122
Bairro 1467,16080,3,2461,103
Bairro 1468,41875,1,1686,32
Bairro 1469,40127,8,2390,129
Bairro 1470,40511,9,1707,110
Bairro 1471,49723,3,1103,111
Bairro 1472,27828,4,848,68
Bairro 1473,45131,2,808,120
Bairro 1474,17557,2,636,146
Bairro 1475,42852,10,2343,84
Bairro 1476,22115,3,2798,55
Bairro 1477,14752,6,985,134
Bairro 1478,26478,1,1760,26
Bairro 1479,15620,6,1920,139
Bairro 1480,7229,8,2522,88
Bairro 1481,50254,10,2025,35
Bairro 1482,48039,2,1906,82
Bairro 1483,27961,3,660,117
Bairro 1484,4455,6,1275,83
Bairro 1485,24069,4,1267,73
Bairro 1486,54713,10,1560,86
Bairro 1487,49377,9,1481,82
Bairro 1488,21657,9,722,149
Bairro 1489,15643,7,1018,60
Bairro 1490,29568,8,843,131
Bairro 1491,54016,6,1266,95
Bairro 1492,31829,2,1528,66
Bairro 1493,51173,5,1820,27
Bairro 1494,17335,4,2063,74
Bairro 1495,41441,3,1038,133
Bairro 1496,58450,8,1752,43
Bairro 1497,18781,6,2299,38
Bairro 1498,18945,4,765,148
Bairro 1499,13429,9,2423,98
Bairro 1500,42550,9,533,149
Bairro 1501,39860,8,2063,113
Bairro 1502,18383,10,2448,135
Bairro 1503,49223,8,644,122
Bairro 1504,34047,1,2964,62
Bairro 1505,57743,2,1338,125
Bairro 1506,59125,3,1428,86
Bairro 1507,43934,1,1545,81
Bairro 1508,7931,9,2805,99
Bairro 1509,47334,3,890,130
Bairro 1510,30495,5,1812,49
Bairro 1511,7863,7,1562,66
Bairro 1512,45161,1,618,61
Bairro 1513,4913,3,989,103
Bairro 1514,56338,6,2385,97
Bairro 1515,33022,10,2847,84
Bairro 1516,44634,2,1246,54
Bairro 1517,28033,4,2780,132
Bairro 1518,11520,7,1852,117
Bairro 1519,27528,4,2949,124
Bairro 1520,12104,6,1643,77
Bairro 1521,40891,9,2355,89
Bairro 1522,10407,7,1299,72
Bairro 1523,5167,3,1188,93
Bairro 1524,58071,4,641,73
Bairro 1525,7325,2,1636,93
Bairro 1526,45936,8,2035,136
Bairro 1527,21041,2,2937,35
Bairro 1528,59150,10,2117,73
Bairro 1529,17802,2,852,21
Bairro 1530,17499,7,2684,92
Bairro 1531,13612,10,1324,98
Bairro 1532,17950,5,1936,53
Bairro 1533,52063,7,734,132
Bairro 1534,30234,2,2794,90
Bairro 1535,55105,9,2458,114
Bairro 1536,33272,10,1036,41
Bairro 1537,21198,7,1678,33
Bairro 1538,16221,7,2395,112
Bairro 1539,20557,1,2627,37
Bairro 1540,30100,4,1158,24
Bairro 1541,34898,10,2323,58
Bairro 1542,35984,10,2662,117
Bairro 1543,4404,1,2959,129
Bairro 1544,31730,1,1796,94
Bairro 1545,6636,6,2885,61
Bairro 1546,16318,7,1637,104
Bairro 1547,48360,7,1318,116
Bairro 1548,8975,2,1033,32
Bairro 1549,5233,6,1797,37
Bairro 1550,15605,8,1482,20
Bairro 1551,19328,7,2057,71
Bairro 1552,21406,2,2981,55
Bairro 1553,45087,7,2821,106
Bairro 1554,50492,6,2762,141
Bairro 1555,53348,5,663,91
Bairro 1556,43699,9,1964,39
Bairro 1557,10675,7,1170,98
Bairro 1558,44454,7,712,128
Bairro 1559,42804,10,2174,60
Bairro 1560,36039,6,627,50
